ticker,exchange,asof,1M_pct,YTD_pct,1Y_pct,3Y_ann_pct,5Y_ann_pct
VWCE,XETRA,2025-11-09,1.0134170710819124,4.472984942426939,6.213417379558761,14.117767833008376,12.512793317853133
