currency,asof,TR_1Y_pct,CAGR_1Y_pct,TR_3Y_pct,CAGR_3Y_pct,TR_5Y_pct,CAGR_5Y_pct,TR_10Y_pct,CAGR_10Y_pct,TR_All_pct,CAGR_All_pct
EUR,2025-10-31,15.306607510695613,15.306607510695613,49.579082625951074,14.364250587043648,101.89096058016638,15.086232972588087,179.78181042549215,10.836281655941281,7223.426645827552,8.15820086501111
USD,2025-10-31,22.48650226178317,22.48650226178317,67.50695526429571,18.76203068108131,100.01553834745178,14.871620331653412,205.57013865346167,11.817838054951867,8125.796937526303,8.38799562116279
GBP,2025-10-31,19.947407963936882,19.947407963936882,53.01240940842511,15.232650483588174,96.1737546311865,14.42691276700705,248.52066830959095,13.298159212620853,14963.799371987798,9.592414763504609
