date,index_100_eur,index_100_usd,index_100_gbp
2024-12-12,-55662.42822035489,-342.7216351091836,-527.5225808403299
2024-12-13,-55401.29382612364,-340.9505875534518,-528.2712380421611
2024-12-16,-55474.73787450118,-341.7164459559304,-526.3060128873542
2024-12-17,-55287.047528647476,-340.5676583522125,-523.7792948311738
2024-12-18,-55401.29382612364,-340.42405990174774,-524.4343698827761
2024-12-19,-54609.730193610165,-332.4304128258771,-517.790037216524
2024-12-20,-54699.49514162715,-333.96212963083434,-518.9598140943853
2024-12-23,-54577.08839433126,-332.90907432742625,-520.0360088220176
2024-12-24,,-335.44598028563667,-522.1883982772824
2024-12-27,-54821.90188892306,-335.30238183517196,-520.5039195731621
2024-12-30,-54356.75624919863,-331.9517513243279,-518.4451122681263
2024-12-31,,-333.4834681292852,-520.1295909722465
2025-01-02,-55278.887078827735,-332.23894822525745,-524.7619074085774
2025-01-03,-55180.96168099103,-333.1962712283557,-524.4811609578906
2025-01-06,-55442.096075222275,-338.22221699462165,-528.0372826665889
2025-01-07,-55050.39448387539,-334.9673187840875,-524.949071709035
2025-01-08,-55083.03628315431,-332.86120817727135,-526.8675057887275
2025-01-09,-55107.5176326135,-332.5261451261869,-528.8327309435346
2025-01-10,-54560.76749469181,-327.54806551007596,-525.0894449343784
2025-01-13,-54487.32344631426,-326.15994715558344,-524.106832356975
2025-01-14,-54397.55849829727,-328.3139239125545,-526.2592218122397
2025-01-15,-55238.08482972912,-332.81334202711645,-532.8567634033775
2025-01-16,-55409.45427594337,-335.06305108439733,-535.1027350088712
2025-01-17,-55907.2417149467,-337.79142164322747,-541.7470676751234
2025-01-20,-55662.42822035489,-339.6582014992691,-539.9690068207741
2025-01-21,-55686.90956981407,-340.08899685066336,-539.7818425203163
2025-01-22,-56094.9320608004,-342.6259028088738,-543.7122928299302
2025-01-23,-56152.05520953848,-343.00883201011305,-543.3847553041292
2025-01-24,-55956.204413865045,-344.9713441664645,-539.9690068207741
2025-01-27,-55034.07358423594,-338.9402092469454,-531.1722846992571
2025-01-28,-55695.07001963381,-340.71125680267727,-535.8513922107024
2025-01-29,-55956.204413865045,-341.95577670670497,-537.4422887645937
2025-01-30,-56160.21565935821,-343.2481627608876,-538.6588567175695
2025-01-31,-56658.00309836154,-345.5936041184784,-543.5251285294725
2025-02-03,-56217.338808096305,-339.9453984001986,-535.0091528586422
2025-02-04,-56241.82015755548,-342.33870590794425,-536.225720811618
2025-02-05,-56054.129811701765,-342.7216351091836,-534.8687796332989
2025-02-06,-56658.00309836154,-344.82774571599987,-541.8874409004667
2025-02-07,-56576.39860016427,-343.2481627608876,-540.9048283230632
2025-02-10,-56943.618842051954,-344.25335191414086,-543.5251285294725
2025-02-11,-56780.409845657436,-344.63628111538014,-542.4021427267256
2025-02-12,-56429.5105034092,-342.9609658599582,-540.0157978958886
2025-02-13,-56682.48444782071,-347.02958862312585,-541.091992623521
2025-02-14,-56592.719499803716,-348.65703772839294,-540.3433354216897
2025-02-17,-56894.6561431336,-349.710093031801,-542.02781412581
2025-02-18,-56951.779291871695,-349.42289613087155,-541.5599033746655
2025-02-19,-57123.14873808595,-348.8006361788577,-542.2149784262677
2025-02-20,-56600.87994962346,-347.7475808754496,-538.0037816659672
2025-02-21,-56706.965797279896,-348.034777776379,-537.7698262903949
2025-02-24,-56054.129811701765,-344.2054857639859,-532.6695991029196
2025-02-25,-55254.405729368555,-340.3283276014379,-526.0252664366675
2025-02-26,-55988.84621314396,-345.0670764667744,-531.5466133001728
2025-02-27,-56062.29026152149,-342.1472413073247,-529.6281792204803
2025-02-28,-55417.6147257631,-338.07861854415694,-524.2939966574328
2025-03-03,-55531.86102323927,-341.8121782562402,-525.7445199859808
2025-03-04,-53818.16656109669,-332.1910820751026,-510.95854024981395
2025-03-05,-53165.330575518565,-335.6374448862564,-510.72458487424177
2025-03-06,-53255.09552353556,-338.74874464632575,-513.0173475548498
2025-03-07,-52390.08784264455,-333.3398696788205,-504.50137188401965
2025-03-10,-51973.904901838476,-330.5157668196806,-500.6177126495201
2025-03-11,-51027.29272275021,-326.87793940790715,-493.31830493166564
2025-03-12,-51574.042860671885,-329.9892391679765,-497.1083820159362
2025-03-13,-51247.62486788281,-326.6386086571325,-493.27151385655117
2025-03-14,-51851.49815454258,-330.80296372061,-500.47733942417676
2025-03-17,-52104.47209895412,-333.72279888005977,-502.3021913536404
2025-03-18,-51900.46085346095,-332.90907432742625,-500.8984591002069
2025-03-19,-52414.56919210373,-334.48865728253844,-504.127043283104
2025-03-20,-52528.8154895799,-334.0578619311442,-503.6591325319596
2025-03-21,-52381.92739282482,-332.76547587696143,-503.6591325319596
2025-03-24,-53230.61417407638,-337.02556324074885,-510.30346519821165
2025-03-25,-53287.737322814464,-337.8871539435373,-509.9759276724105
2025-03-26,-53051.0842780424,-335.68531103641124,-508.8061507945492
2025-03-27,-52896.03573146758,-334.9673187840875,-505.062864785393
2025-03-28,-51778.05410616505,-328.9840500147233,-496.82763556524964
2025-03-31,-51443.47566355626,-325.72915180418914,-493.27151385655117
2025-04-01,-52031.02805057657,-329.94137301782166,-498.8864428702855
2025-04-02,-51941.263102559584,-330.850829870765,-498.60569641959876
2025-04-03,-49493.128156641615,-321.22973368962727,-478.8598627213001
2025-04-04,-47249.004456216804,-304.7637780363369,-460.37738805109154
2025-04-07,-45910.69068578164,-293.37163429946736,-450.22372475125553
2025-04-08,-47306.12760495489,-302.4183366787461,-463.4655990086454
2025-04-09,-45086.48525398927,-292.8451066477633,-447.79058884530406
2025-04-10,-46832.82151541075,-307.54001474532186,-464.0270919100188
2025-04-11,-46481.92217316251,-309.3110623010537,-462.74033734437137
2025-04-14,-47779.43369449903,-318.7885600317266,-472.6834408061924
2025-04-15,-48269.06068368263,-319.8416153351347,-472.4962765057346
2025-04-16,-47697.82919630177,-317.8312370286284,-469.9695584495542
2025-04-17,-47257.16490603653,-315.3900633707278,-464.70556249917837
2025-04-22,-46955.22826270665,-316.44311867413586,-462.38940428101296
2025-04-23,-48318.023382600986,-322.474253593655,-474.6486659609993
2025-04-24,-48726.04587358732,-324.58036420047125,-476.8010554162642
2025-04-25,-48881.094420162124,-326.15994715558344,-478.8598627213001
2025-04-28,-49019.82206709747,-327.2608686091464,-477.4561304678665
2025-04-29,-49248.314662049816,-329.2233807654979,-480.26359497473356
2025-04-30,-49427.8445580838,-328.4096562128643,-481.24620755213704
2025-05-01,,-333.86639733052453,-490.9319601008286
2025-05-02,-50651.91203104278,-336.8819647902841,-494.90920148555693
2025-05-05,-50774.31877833868,,
2025-05-06,-50505.02393428771,-336.02037408749567,-491.21270655151534
2025-05-07,-50243.88954005646,-334.153594231454,-489.90255644831063
2025-05-08,-51002.81137329103,-337.16916169121356,-495.42390331181593
2025-05-09,-50978.33002383184,-336.8819647902841,-495.2367390113582
2025-05-12,-52651.22223687579,-342.91309970980325,-507.5895828415734
2025-05-13,-52928.67753074649,-346.88599017266114,-510.7713759493562
2025-05-14,-52822.59168309006,-347.1253209234357,-510.0695098226394
2025-05-15,-53010.28202894375,-347.508250124675,-511.2860777756151
2025-05-16,-53328.53957191308,-348.75277002870274,-513.9999601322534
2025-05-19,-53075.56562750158,-350.23662068350507,-511.9411528272175
2025-05-20,-53140.84922605939,-350.66741603489936,-513.1109297050788
2025-05-21,-52765.46853435195,-350.9546129358288,-510.53742057378383
2025-05-22,-52398.24829246427,-346.79025787235133,-504.36099865867635
2025-05-23,-51875.97950400177,-345.0670764667744,-499.6351000721167
2025-05-26,-52300.32289462756,,
2025-05-27,-52667.54313651525,-350.0451560828854,-506.51338811394106
2025-05-28,-52708.34538561388,-349.1356992299421,-506.98129886508553
2025-05-29,-52471.69234084181,-349.710093031801,-507.77674714203124
2025-05-30,-52422.72964192343,-348.8963684791675,-506.1858505881399
2025-06-02,-52210.55794661055,-349.7579591819559,-504.8757004849353
2025-06-03,-52814.43123327032,-352.2948651401664,-509.36764369592265
2025-06-04,-52871.55438200841,-354.161644996208,-510.58421164889836
2025-06-05,-52912.356631107046,-355.26256644977104,-511.0521224000429
2025-06-06,-53116.367876600205,-355.07110184915143,-512.923765404621
2025-06-09,-53157.17012569884,-355.8848264017849,-513.1109297050788
2025-06-10,-53165.330575518565,-356.02842485224966,-515.3569013105724
2025-06-11,-53189.81192497775,-358.46959851015026,-517.2285443151507
2025-06-12,-52708.34538561388,-357.9909370086011,-515.0761548598857
2025-06-13,-52463.53189102208,-355.98055870209475,-511.9411528272175
2025-06-16,-52716.5058354336,-358.13453545906583,-515.2633191603436
2025-06-17,-52577.778188498254,-355.50189720054556,-514.7018262589701
